employee_id,is_promoted
7451,0
749,0
71969,0
29562,0
10344,0
26908,0
17135,1
29120,0
75684,0
74636,0
20682,0
55502,0
2254,0
6971,0
47079,0
62302,0
72591,0
48238,0
30555,0
57880,0
53571,0
57253,0
17580,0
77081,0
15187,0
65221,0
3105,0
1094,0
50652,0
64809,0
43578,0
37402,0
55268,0
22553,0
40416,1
39353,0
9953,0
59615,0
10330,0
75928,0
50946,0
35469,0
11755,0
8588,0
64902,0
10290,0
43257,0
41927,0
20981,0
77562,0
23890,0
59925,0
55146,0
24634,0
47504,0
75122,0
64041,0
5955,0
32483,0
56698,0
1502,0
66259,0
23766,0
51390,0
72914,0
64739,0
21153,0
41632,0
3666,0
68914,0
10105,0
54417,0
17485,0
63485,0
33678,0
21026,0
20407,0
68933,0
7866,0
51363,0
38712,0
24250,0
73208,0
4022,0
6411,1
69607,1
72483,0
15192,0
66704,0
60756,0
36333,0
15436,0
46344,1
11910,0
22213,0
54450,0
28980,0
33601,1
56936,0
64345,0
20309,0
34467,0
12221,0
22778,0
71875,0
181,0
13901,0
29067,0
26558,0
31777,0
60992,0
54607,0
35201,0
59719,0
11104,0
49810,0
35790,0
40170,0
13742,0
22654,0
10676,0
415,0
50537,0
26609,0
18739,0
14194,1
31998,0
68410,1
59511,0
41326,0
30387,0
37823,0
25982,0
57509,1
31377,0
36038,0
28713,0
19744,0
55928,0
31749,0
7941,0
8255,0
39861,0
10378,0
3905,0
37359,0
23546,0
75483,0
50961,0
82,0
61244,0
19859,0
64373,0
10043,1
18640,1
59299,0
24531,0
72844,0
59212,0
1365,0
56898,0
75734,0
53531,0
40862,0
1083,0
75994,0
76167,0
61330,0
77524,0
75714,0
26588,0
18532,0
37620,0
44010,0
36990,0
36140,0
60899,0
27390,0
58054,0
32807,0
28737,0
65681,0
65503,0
48535,0
27930,0
38789,0
31674,0
42766,0
37897,0
69119,0
5726,0
52216,0
44275,0
11107,0
23884,0
29920,0
15498,0
45328,0
16825,0
66231,0
5588,0
37414,0
77673,0
4070,0
39253,0
41456,0
31058,0
38578,0
43795,0
54678,0
65031,0
20992,1
31580,0
58329,0
53150,0
23235,0
69006,0
60552,0
16916,0
26477,0
44827,0
44286,0
74490,0
28192,0
58502,0
17033,0
77867,0
54785,0
12623,0
17622,0
43147,0
61241,0
50740,0
8089,0
70383,0
54320,0
51413,0
21597,0
49461,0
35329,0
60162,0
14401,0
44085,0
46389,0
59589,0
36005,0
31832,0
33652,0
67715,0
43102,0
45375,0
30249,0
59029,0
58084,0
16222,0
46040,0
37559,0
35361,0
47379,0
56753,0
14899,0
5531,0
23664,0
2228,0
57043,0
61379,0
55229,0
76085,0
30443,0
16137,0
61857,0
2617,0
38238,0
1589,0
50386,0
26816,0
42761,0
50011,0
3242,0
58320,0
72514,0
40640,0
68285,0
25862,0
22322,0
21841,0
60125,0
40861,0
16371,1
71796,0
67823,0
69196,0
55338,0
14136,1
5079,0
9657,0
72357,0
15789,0
7125,1
33738,0
4294,0
63966,0
40762,0
68375,0
11846,0
38731,0
16068,0
70850,0
61573,0
38907,0
19827,0
76668,0
45085,0
48910,0
72082,0
22200,0
43893,0
77137,0
34085,0
28120,1
49022,0
34069,0
62775,0
35063,0
24136,0
64242,0
59751,0
44178,0
73870,0
36237,0
15215,0
54334,0
76355,0
32555,0
26197,0
15262,0
10514,0
11521,0
5494,1
32115,0
31910,0
72748,0
3208,0
47019,0
21007,0
52527,0
60950,0
6675,0
66600,0
52520,0
49610,0
22663,0
25755,0
61611,0
2420,0
75643,0
32020,0
77186,0
40441,0
32573,0
30192,1
54211,0
61905,0
66795,0
42697,0
8650,0
14583,1
969,1
24135,0
12218,0
9361,0
66825,0
72830,0
28405,0
54162,0
55153,0
5824,0
56576,0
63398,0
65058,0
73693,0
47452,0
9158,0
5939,0
40141,0
59345,0
67886,0
50912,0
17838,0
5537,0
46588,0
72938,0
68462,0
4667,0
29295,0
29525,0
66345,1
36208,0
8871,0
5758,0
18220,0
11726,0
1708,0
45684,0
6229,0
61959,0
32263,0
69510,0
24506,0
68120,0
70993,0
41138,0
36104,0
60366,0
46589,0
61063,0
54231,0
35241,0
19261,0
23566,0
47149,0
56245,0
45501,0
71547,0
43503,0
56107,0
50724,0
40530,0
70025,0
48967,0
78223,0
51779,0
42992,0
60558,0
59514,0
62347,0
24984,0
14175,0
14551,0
19420,0
44200,0
69465,0
61520,0
36600,0
63633,0
56668,0
68781,0
54479,0
22015,0
11993,0
18039,0
59306,0
49282,0
60907,0
52958,0
50699,0
35092,0
24715,0
43015,0
18992,0
6482,0
53054,0
7682,0
74602,0
72440,0
67145,0
59604,0
31179,0
35779,0
48822,0
61003,0
16738,0
21584,0
42615,0
15047,0
71287,0
71278,0
41183,0
20301,0
50028,0
28307,0
63784,0
30018,0
36094,0
19047,0
75718,0
33507,0
17560,0
42952,0
44292,0
27642,0
14022,0
17366,0
3533,0
58841,0
54629,0
54508,0
20730,0
35209,0
72868,0
70404,0
47336,0
4554,0
29791,0
10374,0
21717,0
14937,1
46924,0
12814,0
19070,0
9979,0
61328,0
63402,0
60308,0
24175,0
14496,0
48543,0
34591,0
51362,0
43876,0
41869,0
19321,0
74618,0
76823,0
18507,0
64489,0
36605,0
60156,0
17772,0
21804,0
70511,0
57126,0
24903,0
9181,0
19592,0
13396,0
48061,0
54173,0
51368,0
56683,0
2479,0
64000,0
21897,0
1641,0
64158,0
24352,0
37562,0
49241,0
26996,0
1819,0
41979,0
14430,0
19256,0
9740,0
6713,0
73669,0
40673,0
38982,0
60443,0
25800,0
47594,0
74052,0
5635,0
21861,0
71445,0
2698,0
10421,0
47024,0
11099,0
31686,0
69605,0
58570,0
44970,0
59252,0
57643,0
34240,0
41974,0
40199,0
74211,0
27298,0
13040,0
14415,0
3109,0
21564,0
27310,0
25661,0
41367,0
33717,0
52867,0
23564,0
16516,0
70415,0
44241,0
76463,0
27566,0
56150,0
24885,0
21613,0
30190,1
12090,0
12496,0
12556,0
7182,0
71861,0
65479,0
15270,0
22374,0
227,0
19936,0
36229,0
30495,0
13883,0
27368,0
21943,0
9602,0
51347,0
74084,0
56747,0
7611,0
17618,0
30119,0
66542,0
22569,0
44133,0
21079,0
61236,0
62019,0
48358,0
69364,0
9050,0
25638,0
39551,0
42279,0
42760,0
6694,1
19634,0
46328,0
40140,0
62189,0
53330,0
53998,0
72083,1
43341,0
18539,0
35066,0
39240,0
11178,0
74675,0
23001,0
46395,0
12726,0
1501,0
12925,0
14578,0
61547,0
7742,0
65812,0
22164,0
17643,0
45113,0
27176,0
57001,0
2411,0
27916,1
15608,0
28217,0
33269,0
42106,0
52165,0
42180,0
72306,0
18766,1
6429,0
63471,0
50147,0
52043,0
20235,0
22147,0
25778,0
68446,0
44513,0
48248,0
11497,0
18156,0
72089,0
14488,0
27751,0
42291,0
76966,0
17388,0
60917,0
11124,0
47248,1
77916,0
64508,0
18753,0
71408,0
62449,0
28942,0
49100,0
42954,0
40593,0
77168,0
9257,0
68,0
28227,0
49279,0
62187,0
54750,0
56210,0
44723,0
52754,0
50014,0
30375,0
15177,0
53731,0
56053,0
67928,0
47829,0
23630,0
24377,0
75439,0
25134,0
65401,0
61584,0
22899,0
47341,0
12777,0
73808,0
65992,1
26481,0
10334,0
16565,0
22665,0
45703,0
71936,0
46544,0
57809,0
51174,0
1775,0
46627,0
66256,0
3534,0
68596,0
33176,0
59179,0
7848,0
19219,0
52406,0
71750,0
45876,0
65930,0
870,0
37555,0
11556,0
10521,0
69971,0
38299,0
66156,0
59769,0
61842,0
25857,0
62730,0
21245,0
46231,0
72117,0
54297,0
5397,0
16255,0
19151,0
53795,0
66144,0
6460,0
12406,0
8940,0
40811,0
23340,0
11328,0
13378,0
65727,0
56943,0
63673,0
1698,0
13347,0
6145,0
46205,0
68045,0
13375,0
70316,0
42191,0
68198,0
21813,0
22941,0
61436,0
30939,0
2722,0
27416,0
54916,0
50864,0
63200,0
8767,0
32013,0
51928,0
25066,0
36909,0
20764,0
27347,0
24398,0
76547,0
74715,0
44568,0
29382,0
64915,0
31390,0
6280,0
33420,0
72124,0
56900,0
27192,0
5747,0
69943,0
35542,0
41835,1
11486,0
73885,0
74562,0
76771,0
65059,0
22008,0
11568,0
4334,0
39062,0
73000,0
24551,0
73098,0
9114,0
23491,0
71702,0
5582,0
61210,0
27588,0
12954,0
16476,0
21526,0
30076,0
8018,0
57034,0
32239,0
18626,0
1794,0
64903,0
77851,0
5234,0
4917,0
31387,0
75865,0
65499,0
5338,1
3791,0
39105,0
47425,0
34558,0
19027,0
11793,0
54976,0
34696,0
49485,0
10136,0
14753,0
60825,0
26711,0
64579,0
68322,0
44627,0
30550,0
38290,0
56734,0
42706,0
75874,0
19398,0
26632,0
74765,0
11787,0
14970,0
15054,0
11865,0
63450,0
53594,0
45551,0
40676,0
12054,0
40871,0
22652,0
47517,0
15679,0
55855,0
13158,0
62844,0
23893,0
13124,0
29622,0
48441,0
46548,0
23412,0
10218,0
27288,0
38585,1
66866,0
44545,0
78187,0
10629,0
67737,0
26667,0
37900,1
33058,0
47255,0
941,0
60904,0
60717,0
22351,0
11357,0
12495,0
14554,0
39627,0
57641,0
13957,0
63127,0
58805,0
50773,0
38640,0
32453,0
33838,0
27535,0
37716,0
18662,0
74570,0
77195,0
54336,0
28214,0
66068,0
73388,0
19805,0
2967,0
4379,0
4619,0
36279,0
77761,0
50513,0
35476,0
63143,0
8327,0
31124,0
4994,0
39909,0
26403,0
48566,0
52200,0
28018,0
61153,0
57463,0
5774,1
61872,0
70721,0
43115,0
28025,0
60288,0
57261,0
50142,0
28544,0
614,0
48434,0
48241,0
55621,0
1882,0
916,0
73286,0
65388,0
68007,0
34961,0
63706,0
39122,0
37383,0
39384,0
62926,0
2799,0
42876,0
12785,0
27781,0
49704,0
61355,0
4639,0
57980,0
11290,0
25853,0
11131,0
51614,0
32236,0
43675,0
23288,0
71040,0
62861,0
16034,0
21696,0
56315,0
37019,0
43935,0
23695,0
31879,0
15868,0
36506,0
63694,0
65948,0
39017,0
5778,0
10224,0
69711,0
38430,0
65779,0
7418,0
48504,0
50456,1
72376,0
9173,0
12023,0
34174,0
10873,0
7610,0
77303,0
20429,0
29169,0
14814,0
6061,0
73506,0
17557,0
57270,0
43443,0
28648,0
53086,0
28338,0
56535,1
55383,0
60017,0
481,0
20455,0
37490,0
20800,0
62016,0
33631,0
17682,0
40868,0
29225,0
70967,0
74395,0
15698,0
39251,0
28339,0
8532,0
17457,0
56426,0
62263,0
46193,0
47682,0
66713,0
22972,0
32426,0
14538,0
41713,0
27559,0
9237,0
71941,0
51818,0
35185,0
13557,0
63961,0
33093,0
28887,0
332,0
36266,0
51054,0
45780,0
32541,0
70900,0
38333,0
51961,0
19476,0
62868,0
65545,0
69297,0
61483,0
19545,0
77499,0
65143,0
40395,0
31475,0
32377,0
74970,0
69046,0
69240,0
77992,0
41798,0
64888,0
15184,0
67154,0
37020,0
5389,0
20866,0
14604,0
75179,0
8971,0
21979,0
68905,0
15427,0
50960,0
36620,0
12291,0
64998,0
48286,0
14493,0
27141,0
77638,0
50454,0
24053,0
73766,0
69429,0
29234,0
75127,0
65570,0
70088,0
32528,0
76610,0
35949,0
26685,0
58934,0
43100,0
19,0
54282,0
60207,0
52449,0
16400,0
10845,0
78255,0
52959,0
37793,0
72648,0
8279,0
72947,0
17896,0
73111,0
31284,0
52295,0
40026,0
30934,0
10621,0
5330,0
74317,0
23907,0
5316,0
30663,0
57330,0
41290,0
2396,0
66630,0
58364,0
6281,0
62980,0
45785,0
9042,0
67688,0
72497,0
72568,0
17817,0
46184,0
19836,0
28580,0
1861,0
58620,0
16475,0
43075,0
23710,0
74050,0
28630,0
18274,0
29720,0
58701,0
4029,0
61411,0
5462,0
76113,0
51632,0
35774,0
59036,0
26950,0
62211,0
36507,0
71842,0
47233,0
44706,0
59730,0
4365,0
16075,0
29493,0
18281,0
25322,0
47009,0
66880,0
74158,0
74624,0
647,0
44872,0
71846,1
64187,0
86,0
27404,0
38670,0
921,0
118,0
5797,0
47059,1
56443,0
65404,0
11393,0
9520,0
20889,0
37751,0
59547,0
44163,0
77651,0
21869,0
51391,0
73502,0
77675,0
62805,0
26680,0
51161,0
23465,0
18247,0
67024,0
27053,0
39696,0
25673,0
15553,0
18963,1
14222,0
12629,0
67299,0
41098,0
77533,0
30151,0
5495,0
9239,0
39998,0
9178,0
25059,0
6314,0
3368,0
203,0
40578,0
77262,0
45121,0
73299,0
23394,0
53820,0
6571,0
15521,0
59116,0
60775,0
37387,0
39102,0
38847,0
38591,0
49656,0
446,0
65019,0
72307,0
42773,0
50234,0
65227,0
69820,0
37730,0
52911,1
54556,0
66782,0
68357,0
68979,0
32665,0
66570,0
10781,0
5056,0
61949,0
23277,0
70710,0
71354,0
37308,0
13295,0
50114,0
72515,0
36626,0
62946,0
7702,0
8585,0
5151,0
3291,0
36303,0
75469,0
31420,0
26935,0
46234,0
76909,0
46154,0
27003,0
14706,0
70824,0
75956,0
1058,0
58834,0
10651,0
78116,0
54885,0
36328,0
70799,0
15935,0
53982,0
10184,0
45376,0
650,0
48557,0
19401,0
57551,0
20537,0
67428,0
25858,0
36958,0
8159,0
59197,0
54412,0
19161,0
38364,0
15541,0
850,1
12057,0
13850,0
34396,0
40731,0
70425,0
55233,0
5114,0
75872,0
34037,0
31028,0
23749,0
16874,0
39574,0
856,0
37345,0
39814,0
584,0
30043,0
58772,0
69961,0
18689,0
72567,0
17414,0
44834,0
35884,0
24717,0
45702,0
8786,0
47094,0
76726,0
11073,0
19799,0
31639,0
53464,0
13165,1
53178,0
36594,0
24411,0
7708,0
27948,0
76477,0
31978,0
54997,0
61707,0
34689,0
75217,0
55392,0
7308,0
21184,0
39516,1
75139,0
74564,0
72276,0
40196,0
45749,0
68778,0
47081,0
49305,0
31600,0
545,1
29555,0
30172,1
76057,0
33381,0
54509,0
34590,0
5154,0
4362,0
54050,0
27838,0
7660,0
35616,0
23598,0
35514,0
37211,0
16083,0
72860,0
49455,0
69430,0
52388,0
13366,0
76140,0
9696,0
55027,0
71039,0
27382,0
42011,0
57222,0
74262,0
60231,0
61062,0
65407,0
8297,0
51647,0
70921,0
3398,0
22468,0
23408,0
63066,0
65069,0
1441,0
43880,0
48204,0
356,0
35267,0
70303,0
68112,0
51102,0
58377,0
36851,0
46942,1
10237,0
65466,0
42198,0
43780,0
29092,0
5265,0
52931,0
14750,0
5589,0
41324,0
64688,0
67440,0
16402,0
50540,0
6560,0
59082,0
32057,0
47427,0
55562,0
14297,0
57405,0
23271,0
3765,0
48680,0
77948,0
24785,0
39777,0
7790,0
69549,0
7943,0
46946,0
2591,0
35447,0
72511,0
60546,0
27766,0
23831,0
8842,0
1200,0
28008,0
21423,0
13230,0
17741,0
26804,0
27270,0
51083,0
56358,0
55079,0
20623,0
54376,0
3977,0
6741,0
71927,0
10822,0
28488,0
16109,0
29497,0
18940,0
59574,0
29733,0
16662,0
15367,0
25676,0
73763,0
69037,1
58782,0
58370,0
22906,0
63364,0
2645,0
38781,0
12678,0
29731,0
44574,0
19274,0
29940,0
43029,0
69882,0
33840,0
54298,0
18400,0
77739,0
1216,0
389,0
1446,0
9975,0
20521,0
41729,0
39452,0
3197,0
19571,0
35130,0
45314,0
72757,0
68633,0
67509,0
38288,0
29519,0
17601,0
38443,0
65620,0
48635,0
45454,0
23282,0
25644,0
15081,0
77783,0
63599,0
57682,0
7042,0
68777,0
70505,0
10665,0
73985,0
60842,0
63544,0
75072,0
57312,0
24287,0
72228,0
13454,0
56568,0
55258,0
61516,0
18597,0
44787,0
34972,0
38813,0
49839,0
11769,0
48966,0
38612,0
4162,0
11467,0
34594,0
29965,0
8201,0
6882,0
73731,0
45598,0
12687,0
54232,0
21294,0
27370,0
48495,0
37287,0
22948,0
6225,0
36502,0
46622,0
50349,1
29633,0
10012,0
28828,0
18808,0
6567,0
9021,0
17117,0
16019,0
71743,0
67929,0
538,0
54731,0
68800,0
44407,0
10566,0
52836,0
11789,0
55334,0
49263,0
49882,1
3479,0
49625,0
40943,0
30511,0
73913,0
22597,0
66549,0
3678,0
76261,0
4803,0
44097,0
54264,0
67309,0
8893,1
48550,0
41949,0
12353,0
30158,0
49203,1
50518,0
46064,0
6051,0
18123,0
62917,0
34893,0
22557,0
70898,0
3226,0
51384,0
50997,0
42725,0
46286,0
28089,0
73001,0
48534,0
61096,0
72076,0
12858,0
19240,0
55829,0
20761,0
39232,0
10204,0
58024,0
31311,0
49454,0
49795,0
30439,0
18454,0
52725,0
20463,0
74133,0
1192,0
12428,0
52360,0
754,0
27941,0
24640,0
66856,0
73361,0
74413,0
24856,0
5146,0
46878,0
7734,0
68122,0
38555,1
29581,0
737,0
32424,0
11187,0
8385,0
51808,0
40479,0
72335,0
4391,0
3810,0
74914,0
17425,0
36688,0
15807,0
49023,0
2008,0
8104,0
52303,0
61851,0
55181,0
37493,0
40669,0
22925,0
71912,0
75807,0
55868,0
4033,0
73966,0
5736,0
64784,0
52150,0
49733,0
36707,0
37373,0
34200,0
47274,0
7157,0
23757,0
1294,0
43020,0
30643,0
52080,0
60968,0
48519,0
8411,0
23615,0
13589,0
10748,1
7924,0
55204,0
5185,0
29630,0
54463,1
25738,0
68657,1
25889,1
3648,0
41078,0
53579,0
76350,0
43674,0
54023,0
9669,0
70665,1
19048,0
51072,0
25706,0
65156,0
74823,0
22717,0
307,0
7199,0
60914,0
68248,0
67994,0
21,0
60994,0
35818,0
52480,0
42937,1
23249,0
33112,0
38482,0
40658,0
63860,0
48032,0
4161,0
40464,0
26180,0
14696,0
63438,0
38609,0
20211,0
71137,1
